0,em,1/=4/5/7/1/=2/6/8/9/=7/3/6/6/=8/7/5/,2/=9/3/0/0/=6/0/3/0/=9/5/0/0/=0/4/4/,1,4,1,1%2/=9/3/0/0/=6/0/3/0/=9/5/0/0/=0/4/4/~,
1,"",2/=4/5/7/1/=2/6/8/9/=7/3/6/6/=8/7/5/,2/=9/0/0/0/=6/0/3/0/=9/5/0/0/=0/4/4/,0,4,3,,
2,"",3/=4/5/7/1/=2/6/8/9/=7/3/6/6/=8/7/5/,2/=9/0/0/0/=6/0/3/0/=9/5/0/0/=0/4/4/,0,4,2,,
